CustomerID,Gender,Age,City,MembershipType,TotalSpend,ItemsPurchased,AverageRating,DiscountApplied,DaysSinceLastPurchase,SatisfactionLevel
2411,Male,18,Scottstad,Silver,1341.776381,9,4.310068321,FALSE,13,Neutral
2412,Female,78,Ronaldhaven,Silver,2010.642985,11,3.353557298,TRUE,257,Satisfied
2413,Male,49,Brentchester,Silver,2819.131536,12,3.614977558,TRUE,256,Satisfied
2414,Female,28,South Larry,Gold,3759.634818,8,4.574101802,FALSE,273,Satisfied
2415,Male,27,New Patrickview,Bronze,2340.150813,12,1.72423204,FALSE,65,Unsatisfied
2416,Male,29,Woodsmouth,Silver,4149.836889,5,3.750154197,FALSE,103,Satisfied
2417,Male,67,Sarahton,Gold,4837.214603,14,3.298674141,TRUE,254,Neutral
2418,Female,43,New Shawnburgh,Silver,4687.9165,3,1.397698254,TRUE,234,Unsatisfied
2419,Male,46,New Scottfort,Gold,1688.828418,2,4.410427964,TRUE,156,Neutral
2420,Male,22,Lopezland,Bronze,1199.101165,6,2.154477277,TRUE,16,Unsatisfied
2421,Female,24,North Richardmouth,Gold,151.1079682,15,2.464798203,FALSE,160,Unsatisfied
2422,Male,43,Port Dana,Silver,2582.447996,11,4.373843903,TRUE,351,Satisfied
2423,Male,33,Sharonton,Silver,329.6342062,12,3.623403764,FALSE,174,Unsatisfied
2424,Male,24,Pottsville,Bronze,784.050062,4,1.136843949,FALSE,246,Neutral
2425,Female,72,New Carolview,Gold,2128.873438,8,4.24749094,TRUE,24,Unsatisfied
2426,Female,21,Robertton,Silver,4841.789422,12,4.9125151,FALSE,91,Neutral
2427,Female,53,North Marcusmouth,Bronze,4225.246322,8,2.438475666,TRUE,165,Unsatisfied
2428,Male,46,West Johnmouth,Silver,4756.191237,10,4.183350829,FALSE,236,Neutral
2429,Male,46,Brownbury,Bronze,468.0876635,6,1.703179142,TRUE,243,Unsatisfied
2430,Male,41,Marshallfurt,Bronze,1941.129723,16,1.354947246,FALSE,332,Unsatisfied
2431,Male,21,South Matthew,Gold,1195.124374,10,2.595210097,TRUE,155,Unsatisfied
2432,Male,45,Aaronville,Silver,1815.996594,16,4.537516366,TRUE,94,Satisfied
2433,Female,47,North Cynthia,Gold,3557.907778,10,4.706553074,TRUE,1,Satisfied
2434,Male,58,Johnsonland,Bronze,1888.407501,3,4.676559931,TRUE,331,Unsatisfied
2435,Female,36,Foleymouth,Silver,2970.89477,17,3.060186217,FALSE,259,Satisfied
2436,Female,34,Michellebury,Bronze,4107.344123,13,3.911039554,TRUE,14,Satisfied
2437,Female,66,Thompsonfurt,Gold,226.3757852,4,1.325463525,FALSE,196,Unsatisfied
2438,Male,55,Lake William,Gold,4817.794614,1,1.009867806,FALSE,353,Unsatisfied
2439,Male,27,New Julieborough,Silver,2360.246329,10,2.522516395,FALSE,58,Unsatisfied
2440,Female,25,Josephbury,Silver,594.9068632,2,2.884074112,TRUE,34,Satisfied
2441,Female,57,Rebeccafurt,Bronze,2133.880832,1,3.195313144,TRUE,3,Unsatisfied
2442,Female,69,Katherineport,Silver,1395.158762,3,2.562787726,TRUE,224,Satisfied
2443,Male,38,Webbland,Gold,4484.654739,2,2.355518252,TRUE,241,Neutral
2444,Female,37,North Sonia,Bronze,4019.513555,19,3.915005195,TRUE,110,Unsatisfied
2445,Male,33,Heidiview,Bronze,1362.469061,15,2.985715468,FALSE,107,Satisfied
2446,Male,57,Kiaraberg,Bronze,3368.526428,15,3.80623408,TRUE,249,Unsatisfied
2447,Male,79,Coleberg,Gold,3706.096149,15,4.682832144,FALSE,364,Neutral
2448,Female,73,Port Luisfurt,Silver,1393.48964,13,2.407297215,TRUE,99,Satisfied
2449,Female,49,East Michealport,Gold,1288.967972,16,2.486056429,FALSE,234,Unsatisfied
2450,Male,20,Port Chelsea,Gold,2802.085824,8,1.704660895,TRUE,311,Satisfied
2451,Male,79,West Lisaland,Bronze,1002.978912,3,4.398611882,FALSE,231,Neutral
2452,Female,25,Stacieport,Silver,4881.00458,9,1.270799215,TRUE,37,Unsatisfied
2453,Female,67,Lake Katherine,Silver,2998.523287,17,1.617544944,TRUE,305,Unsatisfied
2454,Male,48,Walkerview,Bronze,3961.295639,7,3.290013001,TRUE,343,Unsatisfied
2455,Female,76,Bradyport,Silver,3502.302283,16,3.298982902,FALSE,266,Satisfied
2456,Female,22,Thomaston,Silver,4324.658628,15,4.331432757,TRUE,30,Satisfied
2457,Female,29,Rangelview,Silver,3604.122385,18,3.237751596,FALSE,79,Satisfied
2458,Male,57,Jeromeland,Bronze,2763.579287,10,3.143194837,FALSE,288,Satisfied
2459,Female,51,Michaelfurt,Silver,4763.530017,11,1.945465399,FALSE,295,Satisfied
2460,Male,34,Davidshire,Bronze,2443.535762,3,3.370574464,FALSE,103,Satisfied
2461,Male,79,New Charlenetown,Bronze,886.889633,15,4.876562659,TRUE,341,Unsatisfied
2462,Male,23,Heatherberg,Silver,2310.056126,1,3.141468246,TRUE,276,Neutral
2463,Female,34,South Darlenefort,Bronze,1632.34127,17,3.893476513,TRUE,265,Neutral
2464,Female,45,Jonesfurt,Gold,4232.67848,7,2.434708459,FALSE,13,Neutral
2465,Male,19,Velezville,Silver,2962.271108,2,4.676816202,TRUE,250,Neutral
2466,Female,73,West Amy,Gold,4736.144004,4,3.799298927,TRUE,260,Neutral
2467,Male,60,Randallhaven,Silver,1764.126019,8,4.807523154,FALSE,356,Satisfied
2468,Male,26,Joshuafort,Silver,1878.451691,6,2.498884438,FALSE,46,Unsatisfied
2469,Male,44,Tylerstad,Gold,1202.612125,1,1.89883976,TRUE,343,Satisfied
2470,Male,47,Port Samuelport,Gold,2200.286174,7,3.587493712,TRUE,177,Neutral
2471,Male,70,Port Timothy,Bronze,3583.223511,4,3.121071483,FALSE,308,Satisfied
2472,Female,68,Johnsonchester,Silver,1850.501393,9,3.311847685,TRUE,122,Satisfied
2473,Female,22,Jamesland,Gold,4835.847897,11,4.183420201,TRUE,157,Satisfied
2474,Male,63,Lake Greg,Bronze,3557.256385,16,2.378315101,FALSE,23,Satisfied
2475,Female,38,North Wayne,Gold,884.5244642,1,3.833169205,FALSE,155,Satisfied
2476,Female,61,West Sean,Silver,2505.650225,12,1.246241357,TRUE,87,Satisfied
2477,Male,39,East Emilyside,Bronze,643.2321601,14,3.676836289,FALSE,179,Neutral
2478,Male,28,Vanessafort,Bronze,2209.803058,15,3.337763259,FALSE,82,Unsatisfied
2479,Female,63,Port Chelsey,Silver,2528.229044,4,4.738284188,TRUE,162,Neutral
2480,Male,23,Lake Jasmineview,Gold,4069.240494,4,2.223509401,TRUE,159,Unsatisfied
2481,Male,71,Valdezport,Bronze,2290.618942,18,3.447080995,TRUE,118,Unsatisfied
2482,Male,44,Tammymouth,Gold,1991.975981,14,4.774671041,TRUE,285,Unsatisfied
2483,Male,39,Anthonyville,Bronze,3303.545632,2,2.24883037,TRUE,222,Neutral
2484,Female,46,Port Margaret,Bronze,1304.992012,18,4.768053966,TRUE,51,Neutral
2485,Male,67,Duffyville,Bronze,2362.208664,18,4.987843947,TRUE,64,Unsatisfied
2486,Male,60,Danielsview,Gold,3259.835154,7,4.064256244,TRUE,115,Neutral
2487,Female,51,Juanland,Silver,176.9670962,7,3.10790335,TRUE,306,Neutral
2488,Male,54,Lake Dana,Bronze,802.4390819,1,1.063702255,TRUE,298,Unsatisfied
2489,Male,44,Amandaton,Silver,3113.9098,16,4.049353665,TRUE,249,Unsatisfied
2490,Female,61,Janetberg,Bronze,1796.098391,9,3.861823876,TRUE,167,Satisfied
2491,Male,46,South Meganhaven,Gold,4525.466031,17,4.386295501,FALSE,104,Unsatisfied
2492,Male,43,New Angelaport,Gold,1519.243222,1,3.55572011,FALSE,78,Unsatisfied
2493,Male,25,Hayeston,Bronze,1949.47876,3,3.55342476,TRUE,323,Neutral
2494,Male,43,Wilsonberg,Silver,1755.578464,13,2.249033281,TRUE,328,Satisfied
2495,Male,78,Jefferyland,Gold,4884.313431,5,4.448135215,FALSE,167,Unsatisfied
2496,Male,75,Cannonchester,Bronze,3826.035137,9,3.772833119,FALSE,84,Neutral
2497,Male,72,Smithview,Bronze,96.30074667,18,4.136827113,TRUE,118,Satisfied
2498,Female,48,Cookburgh,Gold,3407.731753,1,2.509247982,FALSE,253,Satisfied
2499,Female,19,Dudleyfort,Gold,1427.410711,8,4.856478766,TRUE,357,Neutral
2500,Male,22,West Rachel,Bronze,3797.624663,12,3.634738538,TRUE,116,Unsatisfied
2501,Male,42,Patrickshire,Gold,2792.145975,13,3.753158576,TRUE,250,Neutral
2502,Female,39,Oscarland,Gold,2760.688483,7,3.814274247,FALSE,81,Satisfied
2503,Female,32,Stevenshaven,Bronze,1573.094549,9,2.179767666,TRUE,158,Neutral
2504,Female,67,Greeneton,Bronze,2296.872005,18,3.089623119,FALSE,196,Neutral
2505,Male,21,Matthewhaven,Gold,2528.467711,15,4.902604294,TRUE,304,Neutral
2506,Female,70,New Diana,Silver,1412.695106,18,2.590625001,FALSE,252,Satisfied
2507,Male,67,East Jacksonhaven,Bronze,4051.987884,14,3.259653018,FALSE,363,Neutral
2508,Male,57,Sherryshire,Bronze,4918.671883,14,2.290704259,TRUE,33,Neutral
2509,Male,40,North Brandon,Bronze,4335.314095,15,3.575975866,FALSE,82,Unsatisfied
2510,Male,66,North Arthurburgh,Gold,4069.198083,2,1.795122296,FALSE,76,Unsatisfied
2511,Male,41,South Elizabeth,Gold,4662.020125,5,1.355776556,FALSE,22,Satisfied
2512,Female,56,Lake Tommy,Gold,3712.445855,15,2.931434104,TRUE,353,Unsatisfied
2513,Male,52,New Rebecca,Bronze,341.7022648,9,3.503381826,TRUE,234,Unsatisfied
2514,Female,18,East Markbury,Silver,4860.034848,18,2.342864841,TRUE,210,Satisfied
2515,Male,64,West Michaelberg,Silver,3788.362278,7,1.38623753,FALSE,181,Neutral
2516,Male,76,South Matthewmouth,Silver,908.2659176,5,1.878940885,FALSE,356,Neutral
2517,Male,31,Christensenburgh,Gold,3959.404182,7,2.793924569,FALSE,278,Neutral
2518,Female,22,Charlottetown,Silver,2078.20598,3,2.02776535,FALSE,87,Neutral
2519,Male,24,New Alejandra,Silver,3867.828831,19,4.271482413,FALSE,26,Neutral
2520,Male,32,Caitlinberg,Silver,1847.298692,3,1.386864103,FALSE,339,Neutral
2521,Male,44,Sarahbury,Silver,1612.441962,17,4.848608599,TRUE,263,Unsatisfied
2522,Female,42,East Kevinville,Bronze,447.3027573,17,2.482001261,FALSE,80,Unsatisfied
2523,Male,66,Michaelhaven,Bronze,3825.349767,1,1.872301341,TRUE,79,Satisfied
2524,Male,54,Sanchezberg,Gold,1750.276867,13,4.619486851,TRUE,178,Unsatisfied
2525,Female,73,Port Jack,Gold,191.5982193,6,2.833647115,FALSE,300,Neutral
2526,Male,65,Jamesbury,Silver,3435.988452,12,3.53524664,TRUE,257,Neutral
2527,Male,41,Shawnstad,Silver,3258.984453,17,3.310849826,TRUE,275,Neutral
2528,Female,26,Castroburgh,Gold,1466.477293,3,1.518348589,TRUE,308,Unsatisfied
2529,Male,70,Lake Raymond,Bronze,100.6990607,14,1.040431632,TRUE,73,Satisfied
2530,Female,53,West Cynthia,Silver,875.6530591,4,1.626379136,FALSE,81,Neutral
2531,Male,44,New Cristian,Bronze,1307.625738,18,2.239201474,TRUE,302,Unsatisfied
2532,Female,49,East Stephanie,Silver,4736.934462,15,1.001960217,TRUE,17,Satisfied
2533,Male,59,South James,Silver,3801.071184,12,2.576861219,FALSE,143,Satisfied
2534,Male,61,Ramoschester,Gold,781.8880044,5,2.349941279,TRUE,328,Unsatisfied
2535,Male,62,Kathleenfort,Silver,2168.965789,15,4.527561328,FALSE,233,Neutral
2536,Female,24,Matthewview,Gold,2034.663344,2,1.12482398,TRUE,76,Neutral
2537,Male,22,Mckinneytown,Silver,1461.115231,6,1.320738321,FALSE,273,Unsatisfied
2538,Female,50,North Ashley,Silver,1907.392308,1,3.773722891,FALSE,178,Unsatisfied
2539,Female,56,Thomasberg,Silver,924.1929903,19,1.101133152,FALSE,140,Unsatisfied
2540,Female,49,Petersonville,Bronze,2310.227201,3,3.829016708,FALSE,167,Unsatisfied
2541,Female,21,Randallfurt,Gold,2754.472258,5,4.497456996,FALSE,167,Neutral
2542,Male,46,Lake Christopherport,Silver,3347.673751,18,3.500767045,FALSE,253,Satisfied
2543,Female,21,Lake Kennethton,Silver,1667.908747,7,2.933369502,FALSE,122,Neutral
2544,Male,34,Port Kathyburgh,Gold,4005.99936,11,4.766330024,FALSE,292,Neutral
2545,Female,61,Wheelerville,Bronze,447.4427014,11,1.239792097,FALSE,202,Unsatisfied
2546,Male,76,Bryanmouth,Gold,3972.552603,12,4.324046869,TRUE,6,Neutral
2547,Male,62,Port Samantha,Gold,1144.677443,16,2.033811556,FALSE,303,Satisfied
2548,Male,54,South Anthonytown,Silver,2658.312047,4,3.375059105,FALSE,14,Satisfied
2549,Male,35,Port Trevorberg,Silver,4824.887925,17,1.911669456,FALSE,65,Neutral
2550,Female,41,South Paulport,Gold,3917.148362,10,1.223278255,TRUE,323,Unsatisfied
2551,Male,28,Freemanstad,Silver,2153.744775,13,1.082088629,FALSE,240,Unsatisfied
2552,Female,73,Jennifermouth,Bronze,3663.90386,1,1.436713126,FALSE,304,Unsatisfied
2553,Female,31,Ayalafurt,Gold,794.2906148,4,1.660782923,FALSE,63,Satisfied
2554,Female,48,West Frank,Gold,875.3492233,4,3.789772601,TRUE,276,Neutral
2555,Male,58,Robinsonchester,Bronze,2189.37943,19,2.611083713,TRUE,81,Satisfied
2556,Male,57,East Anthonyberg,Silver,1053.058283,10,3.97866668,TRUE,351,Neutral
2557,Female,54,North Samantha,Bronze,527.4989029,1,1.872601776,TRUE,242,Unsatisfied
2558,Female,38,Carterfort,Bronze,3569.678382,6,4.343168537,TRUE,327,Satisfied
2559,Female,28,Scottborough,Silver,2556.338942,13,2.102730329,TRUE,361,Satisfied
2560,Female,29,Sanchezmouth,Gold,4485.056968,19,4.994476531,FALSE,259,Neutral
2561,Male,70,Elizabethstad,Gold,1982.106406,8,2.147372361,TRUE,240,Satisfied
2562,Female,22,Port Rebeccaton,Bronze,2093.500559,9,4.408820261,TRUE,299,Unsatisfied
2563,Female,20,Mejiaport,Gold,1792.387467,16,2.609449536,FALSE,11,Neutral
2564,Male,56,Stephanieville,Gold,4826.624008,16,3.852611066,TRUE,26,Unsatisfied
2565,Male,56,West Michaelstad,Silver,3893.747062,15,2.699085412,TRUE,51,Unsatisfied
2566,Male,61,North Thomas,Silver,1488.080527,9,3.752463873,TRUE,51,Neutral
2567,Female,76,North Michael,Silver,3909.782961,8,4.873538152,FALSE,144,Neutral
2568,Male,43,Michaelfort,Bronze,4948.773552,16,3.873424743,TRUE,86,Satisfied
2569,Male,44,Lake Aprilfort,Silver,1212.91954,7,4.616164332,TRUE,133,Unsatisfied
2570,Female,42,South Matthewborough,Bronze,4580.629214,8,4.115712035,FALSE,12,Unsatisfied
2571,Male,48,New Wandaton,Bronze,3614.156115,1,1.426579363,TRUE,44,Satisfied
2572,Male,62,Caitlinberg,Gold,1029.878609,3,3.504625572,FALSE,129,Unsatisfied
2573,Male,69,East Raymondstad,Silver,1879.546811,3,4.453840103,TRUE,151,Unsatisfied
2574,Male,71,Victoriaview,Silver,3175.191721,12,1.233389914,TRUE,61,Neutral
2575,Female,18,Heatherville,Gold,4746.927853,12,1.535959679,FALSE,9,Unsatisfied
2576,Female,30,South Cristina,Gold,87.07248662,7,3.597913108,FALSE,149,Neutral
2577,Male,36,South Joseph,Gold,416.6693138,3,2.751137811,FALSE,168,Unsatisfied
2578,Male,56,West Danielleshire,Bronze,2616.421613,19,4.14112087,FALSE,196,Neutral
2579,Male,18,New Sandra,Gold,1245.278899,2,1.091215248,FALSE,330,Neutral
2580,Female,62,West Teresa,Silver,810.784198,12,4.963981083,TRUE,107,Satisfied
2581,Female,72,Lake Ryanstad,Bronze,1924.826945,17,4.704696638,TRUE,91,Neutral
2582,Female,69,Marieview,Bronze,1175.642437,5,3.0259854,FALSE,258,Satisfied
2583,Male,35,Draketown,Gold,2498.371873,18,3.677735661,TRUE,340,Satisfied
2584,Female,29,Lake Heather,Bronze,1542.484309,12,2.147167678,FALSE,231,Unsatisfied
2585,Male,76,Sampsontown,Silver,4205.676037,4,2.763551424,FALSE,299,Neutral
2586,Male,60,Jeremyshire,Gold,4581.957599,12,1.793159169,TRUE,94,Neutral
2587,Male,58,New Marisa,Gold,3791.454627,2,2.131223042,TRUE,215,Neutral
2588,Male,35,Barkershire,Gold,778.2493253,2,3.574819641,FALSE,206,Neutral
2589,Male,52,South Anthonyshire,Gold,161.6001023,4,1.297828186,FALSE,219,Neutral
2590,Male,35,Foleystad,Gold,4756.369603,16,3.320881325,TRUE,124,Satisfied
2591,Male,77,Malikborough,Gold,1953.986725,17,1.423635543,TRUE,115,Satisfied
2592,Female,68,Camacholand,Silver,1273.379853,18,3.921987085,TRUE,118,Unsatisfied
2593,Male,18,Scotthaven,Gold,3796.447393,19,2.440038159,FALSE,349,Satisfied
2594,Female,68,Jeanetteland,Gold,268.3251582,3,3.369759369,TRUE,62,Neutral
2595,Female,28,Brownside,Silver,2401.588481,6,1.627308971,FALSE,65,Satisfied
2596,Male,49,New Denise,Silver,4332.380774,8,2.70962321,TRUE,358,Neutral
2597,Female,28,Justinport,Gold,2753.360167,18,4.035927197,FALSE,132,Satisfied
2598,Male,68,East Danielshire,Gold,2925.240466,17,1.479547617,TRUE,204,Unsatisfied
2599,Female,34,Griffinside,Silver,4088.958393,3,2.605030901,FALSE,299,Neutral
2600,Male,78,Lake Alexisberg,Silver,3141.86226,6,4.616845194,TRUE,124,Neutral
2601,Male,44,North Casey,Silver,2305.441833,12,1.92774239,FALSE,137,Satisfied
2602,Male,61,Tranland,Silver,3393.62896,6,1.643632009,FALSE,72,Neutral
2603,Male,20,West Melissa,Bronze,772.3604428,2,4.047587252,FALSE,201,Unsatisfied
2604,Male,78,Kristinborough,Bronze,4905.534307,17,2.882565473,TRUE,59,Neutral
2605,Male,51,Port Elizabeth,Bronze,92.85091427,19,3.899505107,TRUE,296,Satisfied
2606,Male,26,Blackville,Silver,824.8597117,1,3.185530998,FALSE,80,Unsatisfied
2607,Female,58,New Christinaville,Gold,3119.938543,12,4.720314458,FALSE,174,Satisfied
2608,Male,25,Mendozamouth,Silver,4780.146338,5,1.367848431,TRUE,3,Unsatisfied
2609,Female,20,West Josephstad,Bronze,888.3289444,17,2.954353338,FALSE,62,Unsatisfied
2610,Female,44,West Andrea,Silver,1385.950234,7,2.141089619,FALSE,256,Unsatisfied
2611,Female,70,Smallburgh,Gold,847.1515254,17,3.91597157,TRUE,25,Neutral
2612,Male,23,South Caroline,Bronze,4405.486209,1,4.745582126,FALSE,100,Satisfied
2613,Female,49,Howellview,Bronze,4040.839819,4,2.866728567,FALSE,345,Neutral
2614,Male,70,Maddenmouth,Silver,2332.693314,4,1.876014636,FALSE,179,Satisfied
2615,Female,47,West Tracey,Bronze,4509.565344,16,1.423628706,FALSE,48,Unsatisfied
2616,Female,29,Garybury,Gold,1168.116674,2,3.826559674,TRUE,256,Neutral
2617,Male,31,East Jeffburgh,Gold,4714.975721,4,4.311217847,TRUE,245,Satisfied
2618,Female,33,Kimberlyfurt,Silver,4990.544224,15,1.549769566,TRUE,135,Neutral
2619,Male,65,South Cynthiafort,Gold,215.377666,3,4.316343984,FALSE,271,Neutral
2620,Male,51,Lake Austinton,Silver,3292.925018,2,4.338571665,TRUE,204,Unsatisfied
2621,Male,68,West William,Silver,4596.502519,6,2.343358394,FALSE,275,Satisfied
2622,Male,73,South Barbara,Gold,3343.840304,18,1.66376791,TRUE,209,Satisfied
2623,Female,33,Michaelport,Gold,69.98465841,1,3.061616373,TRUE,51,Satisfied
2624,Female,39,Matthewmouth,Gold,1565.519945,1,2.680062419,FALSE,177,Unsatisfied
2625,Male,26,Peterside,Gold,3689.530071,18,2.613848493,FALSE,95,Satisfied
2626,Male,30,East Michaelville,Gold,3197.786156,9,2.680118444,FALSE,191,Unsatisfied
2627,Female,79,North Christianfurt,Gold,162.9460349,2,4.208636389,FALSE,305,Satisfied
2628,Female,60,Burkeport,Bronze,633.8702307,13,1.496939233,FALSE,348,Satisfied
2629,Male,64,Lake Brittany,Silver,2671.514225,13,4.945709329,TRUE,253,Unsatisfied
2630,Male,46,Andersonside,Bronze,177.012074,9,4.118958375,TRUE,356,Satisfied
2631,Female,51,Carlaport,Gold,455.2753494,19,3.05810625,TRUE,33,Neutral
2632,Male,37,East Christopherbury,Silver,2374.583719,8,4.096854365,TRUE,325,Neutral
2633,Male,47,Jenkinsville,Silver,2640.567382,18,1.399536599,FALSE,357,Satisfied
2634,Male,79,Michaelfurt,Silver,1653.299942,7,3.339537753,FALSE,88,Satisfied
2635,Female,26,South Deanna,Silver,4195.850662,7,2.877868443,TRUE,219,Satisfied
2636,Female,37,Adamborough,Bronze,3144.67611,12,4.12751175,FALSE,296,Neutral
2637,Female,21,West David,Gold,1758.006462,16,3.843018747,TRUE,342,Satisfied
2638,Male,52,North Cathyhaven,Gold,4527.154553,12,1.864163878,TRUE,15,Satisfied
2639,Female,63,Schultztown,Gold,153.4065049,18,1.914772852,TRUE,311,Neutral
2640,Female,44,Georgetown,Bronze,3543.026343,19,3.264331974,TRUE,270,Unsatisfied
2641,Male,18,Port Danielville,Silver,4340.037697,7,4.155313591,FALSE,66,Unsatisfied
2642,Female,69,Carpentertown,Bronze,694.2730008,5,2.284010366,FALSE,54,Unsatisfied
2643,Male,64,Port Sherry,Bronze,357.0251277,12,1.114974306,TRUE,60,Neutral
2644,Female,52,West Cynthiaburgh,Gold,3269.705645,10,1.095150754,FALSE,241,Neutral
2645,Male,35,New Kristenburgh,Gold,1160.815132,9,4.263309457,FALSE,76,Neutral
2646,Female,73,Shannonview,Gold,369.6356896,5,1.556491474,FALSE,258,Unsatisfied
2647,Male,32,Gomezview,Bronze,1906.43323,9,2.834180897,FALSE,332,Satisfied
2648,Male,69,East Amandafurt,Gold,1646.943427,13,3.245290679,FALSE,72,Satisfied
2649,Male,64,Jodibury,Silver,2988.331246,7,3.178664592,FALSE,80,Satisfied
2650,Female,55,New Frank,Bronze,1106.461932,12,1.887614137,TRUE,201,Unsatisfied
2651,Male,77,New Charles,Silver,4736.453922,16,3.892639238,TRUE,98,Neutral
2652,Male,51,Bakerburgh,Bronze,2047.7333,14,1.522490126,TRUE,275,Unsatisfied
2653,Male,68,East Loriton,Silver,72.82994226,4,1.16120571,FALSE,283,Satisfied
2654,Male,19,Whiteport,Silver,1762.042763,12,3.224723719,FALSE,23,Satisfied
2655,Female,66,Lake Coreymouth,Gold,1767.693089,11,2.143235904,FALSE,258,Neutral
2656,Female,45,Littleborough,Bronze,2028.130261,11,4.164942388,FALSE,245,Unsatisfied
2657,Female,44,Jamesfurt,Bronze,1105.176035,7,3.348565792,FALSE,223,Unsatisfied
2658,Female,25,South Elizabeth,Silver,1059.544694,12,2.904100557,TRUE,8,Unsatisfied
2659,Female,73,Davidport,Silver,594.2707652,10,3.863809249,FALSE,120,Neutral
2660,Female,77,Heatherhaven,Silver,117.3725573,3,2.200176971,FALSE,336,Neutral
2661,Female,48,North Janetside,Gold,3768.079547,9,3.411792469,FALSE,239,Satisfied
2662,Female,28,Jenniferchester,Gold,4278.378462,8,4.081175703,FALSE,289,Unsatisfied
2663,Male,36,Jenniferberg,Silver,1635.661837,10,4.625438566,FALSE,215,Neutral
2664,Male,35,West Benjaminside,Bronze,3211.168358,9,3.115446812,TRUE,4,Unsatisfied
2665,Male,49,South Alexandertown,Bronze,266.9493118,6,3.184132849,FALSE,250,Unsatisfied
2666,Male,41,East Brad,Silver,341.5901789,12,3.295952054,FALSE,341,Neutral
2667,Male,69,Port Georgefurt,Gold,991.6704473,16,4.665181499,FALSE,140,Unsatisfied
2668,Male,19,East Wendy,Bronze,4035.556558,11,1.388060123,FALSE,102,Satisfied
2669,Female,37,North Aaronville,Bronze,414.9009297,6,3.919639941,TRUE,290,Unsatisfied
2670,Male,77,Mccormicktown,Silver,4424.948237,16,1.338835504,FALSE,33,Neutral
2671,Female,49,Lisastad,Gold,1913.100567,13,4.824305422,FALSE,246,Neutral
2672,Male,71,Nobleborough,Gold,3161.781971,17,1.50530229,TRUE,309,Unsatisfied
2673,Male,27,Barnettmouth,Bronze,4432.603891,9,1.234193893,FALSE,340,Satisfied
2674,Female,54,Matthewmouth,Bronze,1125.040924,2,2.819573352,TRUE,10,Neutral
2675,Male,75,North Richard,Silver,1271.615879,2,3.284265223,FALSE,359,Satisfied
2676,Male,43,New Nicholas,Gold,1317.991889,7,1.388343251,FALSE,247,Satisfied
2677,Female,58,Jonesborough,Gold,476.3608051,15,2.224219734,FALSE,323,Neutral
2678,Male,56,North Benjaminborough,Bronze,4188.853792,16,2.673594732,TRUE,306,Satisfied
2679,Male,57,Codybury,Bronze,4319.106744,16,2.479929113,FALSE,122,Neutral
2680,Female,71,South Patriciaside,Silver,1248.005526,14,1.485609274,TRUE,332,Neutral
2681,Male,63,Simpsonville,Gold,554.1521591,6,2.603022808,FALSE,36,Satisfied
2682,Female,72,Danieltown,Gold,399.0961187,5,2.488596043,TRUE,354,Satisfied
2683,Female,66,Karenchester,Gold,4056.611074,16,2.761499182,FALSE,213,Neutral
2684,Female,21,New Michael,Bronze,2952.596997,5,4.830329807,FALSE,362,Satisfied
2685,Female,35,West Reneemouth,Gold,4321.329341,10,1.610050848,FALSE,107,Neutral
2686,Male,41,Thompsonshire,Bronze,2351.856416,11,1.619984302,FALSE,230,Satisfied
2687,Male,37,Jacobfort,Bronze,1404.000351,8,2.747113326,TRUE,134,Unsatisfied
2688,Female,28,West Bryanchester,Silver,2889.853616,12,2.470124126,TRUE,230,Unsatisfied
2689,Male,63,Lake Patrick,Bronze,1383.728918,11,3.041226333,FALSE,317,Satisfied
2690,Male,46,East Natalieland,Gold,3217.101303,14,4.991541958,TRUE,66,Neutral
2691,Male,19,Port Tabithafurt,Gold,1929.846716,18,4.764837425,TRUE,37,Unsatisfied
2692,Male,22,Knoxside,Gold,2310.940992,16,2.720319936,FALSE,40,Unsatisfied
2693,Male,25,Gomezmouth,Gold,2105.206053,7,3.179955752,TRUE,199,Unsatisfied
2694,Male,41,West Dianeton,Bronze,2353.735482,18,4.372486303,FALSE,70,Unsatisfied
2695,Male,31,North Maria,Silver,2918.023495,19,3.307151381,FALSE,343,Neutral
2696,Female,53,West Kevin,Silver,477.8601954,9,4.324963792,FALSE,313,Satisfied
2697,Female,35,Andrewville,Bronze,4468.853241,14,4.49471356,TRUE,309,Unsatisfied
2698,Female,56,New Emily,Bronze,4285.589222,12,1.933808463,FALSE,64,Neutral
2699,Male,68,Rodriguezchester,Gold,779.1628247,7,4.73570419,TRUE,69,Neutral
2700,Male,42,South Kristine,Gold,4224.649593,5,4.42532419,FALSE,150,Unsatisfied
2701,Female,54,Port Katrinabury,Silver,2238.841322,12,1.273498669,FALSE,148,Neutral
2702,Female,79,Port Gracefurt,Silver,137.4570005,11,4.558906431,TRUE,346,Unsatisfied
2703,Male,62,Yvetteborough,Bronze,3909.428193,19,3.509972373,TRUE,327,Unsatisfied
2704,Male,68,West Abigail,Bronze,1509.349587,15,2.783684606,FALSE,275,Unsatisfied
2705,Male,43,Port Daniellehaven,Gold,3812.813477,4,1.165129767,TRUE,281,Unsatisfied
2706,Male,77,West Brianmouth,Bronze,2189.661026,10,4.901081504,FALSE,102,Unsatisfied
2707,Female,64,West Nathanmouth,Silver,3906.960417,6,1.451441197,FALSE,202,Unsatisfied
2708,Male,54,Shellyview,Bronze,2099.529587,12,3.517463122,FALSE,122,Satisfied
